-0.63919,-0.62161,-0.59084,-0.59670,-0.59158,-0.68315,-0.88535,0.35714,1.50000,-0.32125,-1.50000,-1.38278,-1.06703,-0.84066,-0.60842,-0.59744,-0.59524,-0.59524,-0.62747,-0.61575,-0.58645,-0.40330,-0.23919,-0.08681,0.00330
-0.63919,-0.62161,-0.59084,-0.59670,-0.59158,-0.68315,-0.88535,0.35714,1.50000,-0.32125,-1.50000,-1.38278,-1.06703,-0.84066,-0.60842,-0.59744,-0.59524,-0.59524,-0.62747,-0.61575,-0.58645,-0.40330,-0.23919,-0.08681,0.00330
-0.63919,-0.62161,-0.59084,-0.59670,-0.59158,-0.68315,-0.88535,0.35714,1.50000,-0.32125,-1.50000,-1.38278,-1.06703,-0.84066,-0.60842,-0.59744,-0.59524,-0.59524,-0.62747,-0.61575,-0.58645,-0.40330,-0.23919,-0.08681,0.00330
-0.63919,-0.62161,-0.59084,-0.59670,-0.59158,-0.68315,-0.88535,0.35714,1.50000,-0.32125,-1.50000,-1.38278,-1.06703,-0.84066,-0.60842,-0.59744,-0.59524,-0.59524,-0.62747,-0.61575,-0.58645,-0.40330,-0.23919,-0.08681,0.00330
-0.63919,-0.62161,-0.59084,-0.59670,-0.59158,-0.68315,-0.88535,0.35714,1.50000,-0.32125,-1.50000,-1.38278,-1.06703,-0.84066,-0.60842,-0.59744,-0.59524,-0.59524,-0.62747,-0.61575,-0.58645,-0.40330,-0.23919,-0.08681,0.00330
-0.63919,-0.62161,-0.59084,-0.59670,-0.59158,-0.68315,-0.88535,0.35714,1.50000,-0.32125,-1.50000,-1.38278,-1.06703,-0.84066,-0.60842,-0.59744,-0.59524,-0.59524,-0.62747,-0.61575,-0.58645,-0.40330,-0.23919,-0.08681,0.00330
-0.63919,-0.62161,-0.59084,-0.59670,-0.59158,-0.68315,-0.88535,0.35714,1.50000,-0.32125,-1.50000,-1.38278,-1.06703,-0.84066,-0.60842,-0.59744,-0.59524,-0.59524,-0.62747,-0.61575,-0.58645,-0.40330,-0.23919,-0.08681,0.00330
-0.63919,-0.62161,-0.59084,-0.59670,-0.59158,-0.68315,-0.88535,0.35714,1.50000,-0.32125,-1.50000,-1.38278,-1.06703,-0.84066,-0.60842,-0.59744,-0.59524,-0.59524,-0.62747,-0.61575,-0.58645,-0.40330,-0.23919,-0.08681,0.00330
-0.63919,-0.62161,-0.59084,-0.59670,-0.59158,-0.68315,-0.88535,0.35714,1.50000,-0.32125,-1.50000,-1.38278,-1.06703,-0.84066,-0.60842,-0.59744,-0.59524,-0.59524,-0.62747,-0.61575,-0.58645,-0.40330,-0.23919,-0.08681,0.00330
-0.63919,-0.62161,-0.59084,-0.59670,-0.59158,-0.68315,-0.88535,0.35714,1.50000,-0.32125,-1.50000,-1.38278,-1.06703,-0.84066,-0.60842,-0.59744,-0.59524,-0.59524,-0.62747,-0.61575,-0.58645,-0.40330,-0.23919,-0.08681,0.00330
